Guess1,Guess2,Probability
5+8*2=21,7-9/03=4,0.5302149748913859
0*1562=0,84/7-3=9,0.5302149748913858
08/4+3=5,7+6*2=19,0.5302149748913857
1+8-5=04,72/6-9=3,0.5302149748913857
14*7=098,5-6+3=+2,0.5302149748913857
0/927=+0,63-18=45,0.5302149748913856
2*+5-1=9,78/13=06,0.5302149748913856
5-18/9=3,6*7-40=2,0.5302149748913856
16+07=23,49-8*5=9,0.5302149748913854
2*7-3=11,54/9+0=6,0.5302149748913854
4*8-9=23,5+0/71=5,0.5302149748913854
80-24=56,57-19=38,0.5302149748913854
02*9/3=6,85-74=11,0.5302149748913851
4/8*12=6,7-3+05=9,0.5302149748913849
096/8=12,4*3-5=+7,0.5302149748913848
068/17=4,9*3-25=2,0.5302149748913847
4-0+01=5,89*7=623,0.5302149748913847
1/6*54=9,8+2-07=3,0.5302149748913846
342/57=6,80+-9=71,0.5302149748913846
0/7*23=0,84-15=69,0.5302149748913845
3*26=078,9/1-+4=5,0.5302149748913844
42/3=+14,8*7-6=50,0.5302149748913844
0/9361=0,8*4-27=5,0.5302149748913842
1-03+7=5,48*2=096,0.5302149748913842
38/019=2,7+-5+4=6,0.5302149748913841
+021/7=3,58-6*9=4,0.530214974891384
+47-39=8,2*15/6=5,0.530214974891384
0/81*3=0,26+49=75,0.530214974891384
17+29=46,52-38=14,0.530214974891384
39+8=047,6/2*5=15,0.530214974891384
617*0=+0,92-38=54,0.530214974891384
79*0/3=0,85-24=61,0.5302149748913839
-4*1+6=2,390/5=78,0.5302149748913838
62/031=2,84+-75=9,0.5302149748913838
+91-86=5,02*17=34,0.5302149748913837
06+87=93,4*5-2=18,0.5302149748913837
1/3*6=+2,57-049=8,0.5302149748913837
27-6*3=9,8+1-5=04,0.5302149748913837
296/8=37,8+1-5=04,0.5302149748913836
63-59=+4,81/03=27,0.5302149748913836
35+41=76,80-21=59,0.5302149748913835
2+1-3=+0,84*9=756,0.5302149748913834
57+23=80,6-18/9=4,0.5302149748913834
+96/12=8,3*4-07=5,0.530214974891383
1*2*3=06,57-8=+49,0.530214974891383
06/9*3=2,45-18=27,0.5302149748913827
3*+4/2=6,85-70=15,0.5302149748913827
08/4*3=6,95-71=24,0.5302149748913826
6*02-9=3,98/+7=14,0.5302149748913824
6*04/3=8,9-15+7=1,0.5302149748913824
48+02=50,9/63*7=1,0.5302149748913823
14/2*1=7,8+3-6=05,0.5302149748913821
+84/12=7,3*5-09=6,0.530214974891382
316/79=4,8+-2*0=8,0.5302149748913816
2*+6/4=3,85-10=75,0.5302149748913814
063/+9=7,4*5-2=18,0.5302149748913813
4*5-2=18,063/+9=7,0.5302149748913813
+4*18=72,059-53=6,0.530214974891381
56/+7=08,9-41=-32,0.530214974891381
0*5762=0,9+8-13=4,0.5302149748913809
3625*0=0,91-+87=4,0.5302149748913809
-57+60=3,9*4/2=18,0.5302149748913808
37+28=65,9-1*04=5,0.5302149748913808
01+7/7=2,94-38=56,0.5302149748913807
+76/19=4,33-5=028,0.5302149748913804
02+96=98,7*5-34=1,0.5302149748913804
1+7-+6=2,95*4=380,0.5302149748913804
90-36=54,45-17=28,0.5302149748913803
+26-9=17,0*5438=0,0.5302149748913799
4+5-01=8,9+6*3=27,0.5302149748913795
5+3-1=07,96/48=02,0.5302149748913795
+6*1/2=3,84-075=9,0.5302149748913791
57+41=98,6/3-00=2,0.5302149748913791
7*8-4=52,9/+1-6=3,0.5302149748913789
16+34=50,90-18=72,0.5302149748913788
54*1/6=9,8++2-3=7,0.5302149748913788
261/87=3,9+-4=005,0.5302149748913787
38+56=94,9-07*1=2,0.5302149748913785
5/01-4=1,9+3*6=27,0.5302149748913784
1+4/02=3,9+6*8=57,0.5302149748913777
-25+31=6,98/14=07,0.5302149748913776
0/6487=0,9+2*3=15,0.5302149748913731
+29+7=36,40/8*1=5,0.5301585510353852
4*9/3=12,6+6-07=5,0.5301585510353845
25-17=+8,4/6*09=6,0.5301585510353843
2+9*8=74,6/01-5=1,0.5301585510353842
35*1/5=7,4-8+06=2,0.5301585510353841
06*+9=54,28/7-1=3,0.530158551035384
1*56/7=8,30-+9=21,0.5301585510353839
75*0/4=0,82-69=13,0.5301585510353832
+0*593=0,168/24=7,0.5301585510353829
+6*4/3=8,102-7=95,0.5301585510353828
0/-348=0,17+52=69,0.5301585510353827
2*+3/6=1,57-+48=9,0.5301585510353826
4*12/8=6,39+17=56,0.5301585510353826
0*2781=0,45-+36=9,0.5301585510353825
4*19=+76,85-02=83,0.5301585510353825
4+05-6=3,72/9*1=8,0.5301585510353825
6-4+3=05,8*9*1=72,0.5301585510353825
14/2*1=7,6-5+08=9,0.5301585510353823
3/6*12=6,75+9=084,0.5301585510353823
2+8*9=74,6-01/1=5,0.5301585510353822
4/3*9=12,6-08+7=5,0.5301585510353822
064-57=7,2*19=+38,0.5301585510353821
1-7+8=02,45/3-9=6,0.5301585510353821
5+7-3=09,6*8/48=1,0.5301585510353821
14+65=79,40/8-2=3,0.530158551035382
2-3+8=07,54/1/6=9,0.5301585510353819
27+08=35,6/1*9=54,0.5301585510353819
3-0/27=3,6*9+4=58,0.5301585510353819
3*89=267,5+4/-1=1,0.5301585510353819
3+8*9=75,6-20/4=1,0.5301585510353819
5*78=390,6-2/1=04,0.5301585510353819
12*6/8=9,45-8=037,0.5301585510353816
3*8-19=5,6+2/2=07,0.5301585510353816
1*5-01=4,78/+26=3,0.5301585510353815
12/3*1=4,7+6-05=8,0.5301585510353812
25+14=39,80-13=67,0.5301585510353812
4*9/12=3,8*7=+056,0.5301585510353812
+36-7=29,40/5*1=8,0.530158551035381
079+4=83,5*6-21=9,0.530158551035381
12/9*3=4,7+6-05=8,0.530158551035381
+76/2=38,24-15=09,0.5301585510353809
25-18=07,6*+4/3=8,0.5301585510353809
60-39=21,74-58=16,0.5301585510353809
0/95*8=0,61-34=27,0.5301585510353808
07+4/4=8,3*9-6=21,0.5301585510353808
156/2=78,4-9+08=3,0.5301585510353808
33-+6=27,5*8/40=1,0.5301585510353808
3*5+4=19,8-06/6=7,0.5301585510353807
0/-457=0,2*69=138,0.5301585510353806
-48+57=9,6*1/2=03,0.5301585510353803
09*+6=54,28/7-3=1,0.5301585510353803
192/3=64,80-23=57,0.5301585510353803
2*10/5=4,87-93=-6,0.5301585510353801
36+49=85,7*1-2=05,0.5301585510353801
5*2-1=+9,78/13=06,0.5301585510353801
034-25=9,8*7/1=56,0.53015855103538
5-1+02=6,7+4*8=39,0.53015855103538
+6/2+1=4,5*9-7=38,0.5301585510353799
0+21/7=3,58-9*6=4,0.5301585510353799
42/3-6=8,5+71*0=5,0.5301585510353799
074-3=71,2+56/8=9,0.5301585510353798
2*16/4=8,5-09+7=3,0.5301585510353798
5/3*9=15,72+-68=4,0.5301585510353797
042/7=+6,3*8-15=9,0.5301585510353796
4/3*9=12,8-07+5=6,0.5301585510353796
+80-9=71,63*4=252,0.5301585510353795
26-3*7=5,98/014=7,0.5301585510353795
63+19=82,7-4/02=5,0.5301585510353795
+90/18=5,64-27=37,0.5301585510353793
1258*0=0,46-+9=37,0.5301585510353793
3/21*7=1,5-9+08=4,0.5301585510353793
4*8/1=32,70-65=+5,0.5301585510353791
2*+6/4=3,59-1=058,0.530158551035379
-9+72=63,8*5/10=4,0.5301585510353789
0/9*37=0,85-24=61,0.5301585510353789
06/3*1=2,57-+49=8,0.5301585510353789
24*3/8=9,61-54=+7,0.5301585510353789
07-3+5=9,4/2*8=16,0.5301585510353788
04-2+7=9,6*8/3=16,0.5301585510353787
4*9/3=12,6-7+08=7,0.5301585510353787
1+4-+0=5,7*89=623,0.5301585510353786
0/6891=0,4*7-3=25,0.5301585510353785
1+35/7=6,48*2=096,0.5301585510353785
0*8617=0,52-9=+43,0.5301585510353783
0/+273=0,84-69=15,0.5301585510353783
05-6+4=3,8*9/72=1,0.5301585510353783
2-8+15=9,3*14/6=7,0.5301585510353782
378/9=42,5+1-0=06,0.5301585510353782
14/7-2=0,58+38=96,0.5301585510353781
2-6+8=04,57/3=019,0.5301585510353781
-3+51=48,0*2796=0,0.530158551035378
1*3+6=09,7-24/8=4,0.530158551035378
3487*0=0,61-+52=9,0.530158551035378
6143*0=0,92-+7=85,0.530158551035378
79-56=23,841*+0=0,0.530158551035378
046-5=41,87/+3=29,0.5301585510353777
1+28/7=5,9643*0=0,0.5301585510353777
3*7/21=1,90-+84=6,0.5301585510353777
35-027=8,9*+4/6=6,0.5301585510353777
345/5=69,8-7+01=2,0.5301585510353775
+56-49=7,36/2=018,0.5301585510353773
4+1-5=+0,79*8=632,0.5301585510353773
057-49=8,2/+1*3=6,0.5301585510353772
+493*0=0,82-15=67,0.5301585510353771
34-5=+29,7681*0=0,0.5301585510353771
45+-9=36,85*2=170,0.5301585510353771
02*3/6=1,84+-79=5,0.530158551035377
068+5=73,9*4/18=2,0.5301585510353769
+9*07=63,18/2-4=5,0.5301585510353768
07+3-8=2,1/6*54=9,0.5301585510353767
17*2=+34,8-05+6=9,0.5301585510353767
3*2+8=14,7-9/09=6,0.5301585510353767
8+01-5=4,89*7=623,0.5301585510353767
+67-9=58,0*3124=0,0.5301585510353766
1845*0=0,36+-9=27,0.5301585510353765
03+7-8=2,54*1/9=6,0.5301585510353763
39+07=46,8-21/7=5,0.5301585510353763
48+2=050,9/63*7=1,0.5301585510353763
30/5-4=2,8*+12=96,0.5301585510353762
26*5=130,9-8/+4=7,0.5301585510353761
36/9-0=4,85+12=97,0.530158551035376
-36+45=9,84/12=07,0.5301585510353759
+0/436=0,79-28=51,0.5301585510353757
0*7/41=0,28+65=93,0.5301585510353753
4*8/2=16,9+05-7=7,0.5301585510353752
15+09=24,7*6-8=34,0.530158551035375
75+21=96,52-38=14,0.5301585510353749
065-58=7,9+3*4=21,0.5301585510353748
5*9-2=43,6+1/1=07,0.5301585510353748
4/1*5=20,93-+6=87,0.5301585510353747
5239*0=0,68/17=+4,0.5301585510353747
8+4+5=17,9/06*2=3,0.5301585510353747
16/8*2=4,9-5+3=07,0.5301585510353746
5*8-4=36,9+7/7=10,0.5301585510353742
4736*0=0,9-5+8=12,0.5301585510353741
+8+62=70,9*4-1=35,0.530158551035374
36*5=180,9+2-4=07,0.5301585510353737
+81/3=27,9*6-4=50,0.5301585510353736
2*38=076,9/1-5=+4,0.5301585510353735
27+54=81,90-27=63,0.5301585510353733
6*3-18=0,9*5+2=47,0.5301585510353731
3*+2/6=1,94-087=7,0.530158551035373
7+6*4=31,9-08/2=5,0.530158551035373
16/+4=04,9*5-8=37,0.5301585510353726
54+27=81,9-6/3=07,0.5301585510353726
3/+6*2=1,84-75=09,0.5301585510353717
0/2348=0,9+7*6=51,0.5301585510353705
405/5=81,6*+2-3=9,0.530102127179379
16*2/4=8,7+7-9=05,0.5301021271793787
1*3-1=+2,406/58=7,0.5301021271793784
102-95=7,6/3*+4=8,0.5301021271793783
12*3/6=6,5+8-4=09,0.5301021271793779
02/2+7=8,4*6-19=5,0.5301021271793778
4/2*8=16,7-3+5=09,0.5301021271793777
40/8+2=7,6*3-3=15,0.5301021271793774
2+0/43=2,8*9-7=65,0.5301021271793773
0/7591=0,43*+2=86,0.530102127179377
4672*0=0,51/3-9=8,0.5301021271793765
102-97=5,6/3*+4=8,0.5301021271793763
38+29=67,4-10/5=2,0.5301021271793763
4/2*9=18,73-8=065,0.5301021271793762
5*+03=15,78/6-9=4,0.5301021271793762
504/63=8,8*+2-9=7,0.5301021271793759
06+5-9=2,148/37=4,0.5301021271793758
6*9+3=57,8/2/4=01,0.5301021271793754
1+0/83=1,5*7-6=29,0.5301021271793753
3*+29=87,6-2/1=04,0.5301021271793753
27-3*6=9,43+8=051,0.5301021271793751
45+31=76,80-21=59,0.530102127179375
+4+2/1=6,5*9-8=37,0.5301021271793748
+42/06=7,8*3-9=15,0.5301021271793748
1*9-04=5,81/27=+3,0.5301021271793748
1285*0=0,46+-39=7,0.5301021271793748
156/2=78,8+4-9=03,0.5301021271793748
4*9/18=2,70+-67=3,0.5301021271793748
03-5+6=4,1/9*72=8,0.5301021271793747
36-29=07,56+18=74,0.5301021271793745
+02*8=16,73-54=19,0.5301021271793743
12/8*6=9,50+-43=7,0.5301021271793743
36*2/8=9,7+2-5=04,0.5301021271793742
+6*3=018,7-45/9=2,0.5301021271793741
2+0/13=2,8*9-7=65,0.5301021271793741
-48+57=9,2*3/6=01,0.530102127179374
15*2/5=6,3-7+08=4,0.530102127179374
2567*0=0,3-8+14=9,0.530102127179374
0*4653=0,27-8=+19,0.5301021271793739
12*3/9=4,73-65=+8,0.5301021271793739
207/3=69,5-8+4=+1,0.5301021271793739
5-3+07=9,8/2*4=16,0.5301021271793739
6*9+7=61,8-24/3=0,0.5301021271793739
01*5+3=8,174/29=6,0.5301021271793738
18/+02=9,45-7*6=3,0.5301021271793738
08/-2=-4,37+19=56,0.5301021271793737
1/6*54=9,8+2-03=7,0.5301021271793737
75+-7=68,9*4/12=3,0.5301021271793737
12/8*6=9,35+07=42,0.5301021271793734
2-5+12=9,6*04/8=3,0.5301021271793734
46+13=59,58-27=31,0.5301021271793732
+0*961=0,73-28=45,0.5301021271793731
063/7=+9,43-15=28,0.530102127179373
18-7*2=4,6+39=045,0.530102127179373
18/9*3=6,2+7-05=4,0.530102127179373
4*7+7=35,8/01-6=2,0.530102127179373
40-+36=4,8/72*9=1,0.530102127179373
03+8/2=7,45-26=19,0.5301021271793729
05+4-2=7,18*3/9=6,0.5301021271793729
504/8=63,9-2*+1=7,0.5301021271793728
0+21/3=7,58-9*6=4,0.5301021271793727
7*6/14=3,9-8/2=05,0.5301021271793727
0/3*65=0,19+28=47,0.5301021271793726
0/8215=0,46-+39=7,0.5301021271793726
16-1*7=9,24/+8=03,0.5301021271793726
72-+3=69,8/4*5=10,0.5301021271793724
-9+72=63,4*10/8=5,0.5301021271793723
0/+624=0,57-39=18,0.5301021271793722
0+8+-1=7,59*4=236,0.5301021271793721
084-5=79,5*3+6=21,0.5301021271793721
18/9-2=0,6*57=342,0.5301021271793721
6*02-4=8,91/7=+13,0.5301021271793721
1*3+1=04,96/8-5=7,0.5301021271793719
46+39=85,9-7/1=02,0.5301021271793718
-1*2+6=4,390/5=78,0.5301021271793717
54*1/6=9,82+-79=3,0.5301021271793717
+14*3=42,85-6=079,0.5301021271793716
5-6+4=03,9*1*8=72,0.5301021271793716
-2+51=49,0*6873=0,0.5301021271793714
0+12/3=4,65-8*7=9,0.5301021271793714
6+3-5=04,72/8*1=9,0.5301021271793714
72/8*1=9,6+3-5=04,0.5301021271793714
156/78=2,8+4-03=9,0.5301021271793713
3/26*0=0,57+41=98,0.5301021271793713
25+71=96,34-26=08,0.5301021271793712
3*2/+1=6,57-8=049,0.5301021271793711
3/-1+3=0,9*72=648,0.5301021271793711
3/4*8=06,79-28=51,0.5301021271793711
36/+18=2,4957*0=0,0.5301021271793711
+08*3=24,51-7*6=9,0.530102127179371
+27/9=03,58-16=42,0.530102127179371
05-3+7=9,4/8*12=6,0.530102127179371
063/9=+7,4*5-2=18,0.530102127179371
18-3-9=6,4/2+05=7,0.530102127179371
4*5-2=18,063/9=+7,0.530102127179371
50-36=14,47-19=28,0.530102127179371
0/6842=0,19*+3=57,0.5301021271793709
55-046=9,81/+27=3,0.5301021271793709
+16/08=2,7*59=413,0.5301021271793708
02-7+8=3,54*1/9=6,0.5301021271793708
02+4/1=6,3+7*8=59,0.5301021271793708
39-+7=32,4*10/8=5,0.5301021271793708
45/3-6=9,8+1-7=02,0.5301021271793708
03+7-8=2,54*1/6=9,0.5301021271793704
08/1-1=7,5+6*4=29,0.5301021271793704
152/4=38,8-9+07=6,0.5301021271793704
17*0/6=0,29+54=83,0.5301021271793704
46-5*9=1,78/02=39,0.5301021271793704
0/3218=0,56-+9=47,0.5301021271793703
0/67+9=9,52-38=14,0.5301021271793702
3*20=+60,89-74=15,0.5301021271793702
52-49=+3,6187*0=0,0.53010212717937
152/38=4,76*0+9=9,0.5301021271793699
2*31=062,9-8/4=+7,0.5301021271793699
084-75=9,3/+1*2=6,0.5301021271793698
03+1*6=9,73-25=48,0.5301021271793696
+0/572=0,83-14=69,0.5301021271793694
17+28=45,60-21=39,0.5301021271793693
8/2-1=03,94*7=658,0.5301021271793693
+47-5=42,18*3/9=6,0.5301021271793692
29/8*0=0,67-53=14,0.5301021271793691
-85+92=7,0*4136=0,0.530102127179369
0/4938=0,2*6+5=17,0.5301021271793688
538*0=+0,91-67=24,0.5301021271793687
5/27*0=0,64+19=83,0.5301021271793686
-1+57=56,9*8/24=3,0.5301021271793684
0/-375=0,84+12=96,0.5301021271793684
6*8-45=3,9/+1-7=2,0.5301021271793683
78/+26=3,9145*0=0,0.5301021271793683
+5+3-6=2,98/14=07,0.5301021271793682
+932*0=0,65-17=48,0.530102127179368
3612*0=0,84+-5=79,0.5301021271793679
62-4=+58,9*7/3=21,0.5301021271793679
2*38=076,9-04/1=5,0.5301021271793678
49/7-6=1,8+3*5=23,0.5301021271793677
0/67+1=1,83-24=59,0.5301021271793676
6*+2/4=3,98-1=097,0.5301021271793671
16+73=89,80-56=24,0.5301021271793669
204/3=68,93-78=15,0.5301021271793667
34+16=50,92-78=14,0.5301021271793667
57+26=83,9-5/01=4,0.5301021271793667
90-32=58,46-17=29,0.5301021271793667
07+16=23,84/6-5=9,0.5301021271793656
+2/1*4=8,93-56=37,0.5301021271793653
76/38=+2,9154*0=0,0.5301021271793652
3*8/6=+4,90-12=78,0.5301021271793649
0/2341=0,9+8*6=57,0.5301021271793631
0/1432=0,9+8*6=57,0.530102127179363
0*27/5=0,14+69=83,0.5300457033233746
1*12/3=4,6-05+7=8,0.530045703323374
20/2-6=4,3*19=+57,0.5300457033233739
3*18/6=9,5-07+4=2,0.5300457033233718
04+3/1=7,62*9=558,0.5300457033233716
-9+3*5=6,108/27=4,0.5300457033233715
108/27=4,-9+3*5=6,0.5300457033233715
4/04+8=9,7*3-6=15,0.5300457033233713
4*5-3=17,6+06/2=9,0.5300457033233712
2*06/4=3,59+-1=58,0.5300457033233708
4*16/8=8,5+7-9=03,0.5300457033233708
14*4/7=8,2+6-05=3,0.5300457033233706
12/02=+6,5*9-8=37,0.5300457033233702
05+4-7=2,3*18/6=9,0.5300457033233701
04-2+6=8,513/9=57,0.53004570332337
16+0-9=7,424/8=53,0.5300457033233699
3*8+5=29,7-4/4=06,0.5300457033233699
36-29=+7,410/5=82,0.5300457033233699
08/2+2=6,4*5-3=17,0.5300457033233695
1*56/7=8,3-4+3=02,0.5300457033233695
3+09/3=6,7*8-2=54,0.5300457033233695
12*6/9=8,5-4+3=04,0.5300457033233694
+42/7=06,5*8-31=9,0.5300457033233693
31-+26=5,4897*0=0,0.5300457033233693
0*+631=0,752/94=8,0.5300457033233692
3*04/6=2,58-+51=7,0.5300457033233692
+2/1*3=6,57-09=48,0.530045703323369
+57-9=48,2*3/1=06,0.5300457033233689
1*72/9=8,4-05+4=3,0.5300457033233689
19+65=84,36-29=07,0.5300457033233689
3*7/1=21,6-9+8=05,0.5300457033233689
0*49/8=0,13+62=75,0.5300457033233684
03/1+4=7,6*9-2=52,0.5300457033233684
2+0*74=2,51/3-9=8,0.5300457033233684
0/98+6=6,47-15=32,0.5300457033233683
13+82=95,6*0/74=0,0.5300457033233683
6+1*3=09,72/8-4=5,0.5300457033233683
02*5-6=4,15+78=93,0.5300457033233682
04-3/1=1,27+68=95,0.5300457033233682
36*1/9=4,5-7+10=8,0.530045703323368
+635*0=0,47-29=18,0.5300457033233678
0*1968=0,42+-7=35,0.5300457033233676
26-017=9,3+8/4=05,0.5300457033233676
+57-1=56,24*3/8=9,0.5300457033233675
27+-9=18,5634*0=0,0.5300457033233675
4+8+9=21,7-6/3=05,0.5300457033233675
2+0-3=-1,84*9=756,0.5300457033233672
1*9-7=+2,48/3=016,0.5300457033233671
+6*7=042,3*8-9=15,0.530045703323367
09-5+4=8,23*7=161,0.530045703323367
3*2/+6=1,79+5=084,0.530045703323367
0+9*6=54,28/7-1=3,0.5300457033233668
1+32/8=5,4-7+09=6,0.5300457033233668
4*6/03=8,59+-7=52,0.5300457033233668
-86+93=7,4*5/10=2,0.5300457033233666
4*14=056,87/3=+29,0.5300457033233666
29-3*8=5,6+1/1=07,0.5300457033233665
21*+3=63,80/5-9=7,0.5300457033233663
3+9-8=04,42*1/6=7,0.5300457033233663
+2*3/1=6,84-79=05,0.5300457033233661
07+4/4=8,2*9-3=15,0.5300457033233661
18+09=27,45/3-6=9,0.5300457033233661
24*1/8=3,67+-59=8,0.5300457033233661
1823*0=0,56+-49=7,0.5300457033233658
31+8=039,54/6-2=7,0.5300457033233658
8*7-54=2,9-6/1=03,0.5300457033233658
13+2-6=9,8754*0=0,0.5300457033233656
16/8*2=4,7+05-3=9,0.5300457033233656
5/1*8=40,72+-9=63,0.5300457033233656
6-1*2=+4,78*5=390,0.5300457033233656
017-9=+8,5*64=320,0.5300457033233655
0/3418=0,5*7-29=6,0.5300457033233653
4/6*12=8,7-3+05=9,0.5300457033233652
0/5719=0,2*43=+86,0.5300457033233651
3*019=57,8+-6/2=5,0.5300457033233651
462*0=+0,93-18=75,0.530045703323365
0*4835=0,26-+19=7,0.5300457033233649
16/8*2=4,5-3+07=9,0.5300457033233649
0/7195=0,34-+26=8,0.5300457033233648
05-3+7=9,4/6*12=8,0.5300457033233648
074-5=69,1+9*3=28,0.5300457033233648
09-4/2=7,1*5+8=13,0.5300457033233648
2/6*3=01,84+-75=9,0.5300457033233648
-8+30=22,1*54/9=6,0.5300457033233646
6/1*9=54,7+3-8=02,0.5300457033233644
7+3-8=02,6/1*9=54,0.5300457033233644
01/2*6=3,57+-48=9,0.5300457033233643
1*20/4=5,93-87=06,0.5300457033233643
0*2864=0,57/+19=3,0.5300457033233641
041-2=39,8*7+5=61,0.5300457033233639
66-9=057,8/32*4=1,0.5300457033233639
5+24/6=9,8317*0=0,0.5300457033233638
036-27=9,54/18=+3,0.5300457033233636
19-02=17,3*8/+4=6,0.5300457033233636
4*3/06=2,91/7-5=8,0.5300457033233636
71-69=02,8/+4+3=5,0.5300457033233636
+57-8=49,3*2/06=1,0.5300457033233635
1-0+4=05,89*7=623,0.5300457033233635
+2*3/1=6,57-048=9,0.5300457033233634
0/2478=0,6*9-53=1,0.5300457033233634
0/6*42=0,19+38=57,0.5300457033233634
017+-8=9,57*6=342,0.5300457033233634
18/2-2=7,9*6=+054,0.5300457033233634
1786*0=0,34+-5=29,0.5300457033233633
3/+2*6=9,89-15=74,0.5300457033233633
0/1624=0,9*8+3=75,0.5300457033233632
2-03+8=7,5*9/1=45,0.5300457033233631
8*63=504,9*1-+7=2,0.5300457033233626
+14/02=7,98-33=65,0.5300457033233624
56/7-4=4,9*+2=018,0.5300457033233624
09-4/2=7,45+18=63,0.5300457033233623
0/9416=0,35-28=+7,0.530045703323362
20/5+3=7,49-6*8=1,0.5300457033233618
49-6*8=1,20/5+3=7,0.5300457033233618
1/5*20=4,93+-87=6,0.5300457033233611
60+-57=3,9*8/18=4,0.530045703323361
+78/26=3,19-05=14,0.5300457033233609
-972*0=0,48+15=63,0.5300457033233608
6/03*1=2,84+-79=5,0.5300457033233607
90-27=63,58-16=42,0.5300457033233607
-56/-8=7,9+014=23,0.5300457033233603
078/26=3,9+-4*1=5,0.5300457033233597
-961*0=0,48+25=73,0.5300457033233595
03*26=78,9-05/1=4,0.5300457033233593
8*9/3=24,97-56=41,0.5300457033233593
240/8=30,9+7*6=51,0.5300457033233587
3*8-4=20,9/1+6=15,0.5300457033233565
4361*0=0,92+-85=7,0.5300457033233565
10*3/5=6,7-4+9=12,0.5299892794673685
3+9-5=07,4*6/12=2,0.5299892794673673
24*1/8=3,6+6-05=7,0.529989279467367
16-2*6=4,5+9/03=8,0.5299892794673663
0*4793=0,2+18/6=5,0.5299892794673661
1*6+3=09,52/4-7=6,0.5299892794673656
2-9+12=5,4*06/8=3,0.5299892794673656
4+03-2=5,6*9/3=18,0.5299892794673656
0*2375=0,6-18/9=4,0.5299892794673655
3*5-6=09,4+21/7=7,0.5299892794673655
08*1/4=2,56-19=37,0.5299892794673647
0*9/64=0,12+73=85,0.5299892794673645
2*10/4=5,7+086=93,0.5299892794673643
3+27/9=6,40/8*1=5,0.5299892794673643
006*9=54,12-7+3=8,0.5299892794673638
36/3-7=5,9*02=+18,0.5299892794673634
6*06/9=4,8+7-2=13,0.5299892794673634
0*5863=0,1+27/9=4,0.5299892794673633
10*4/5=8,72-9=+63,0.5299892794673633
2-9+12=5,3*8/04=6,0.5299892794673632
50-36=14,67-29=38,0.5299892794673632
-75+84=9,2*3/01=6,0.5299892794673631
4-24/6=0,8*9+1=73,0.5299892794673631
3++7-2=8,6*9/1=54,0.5299892794673629
2*78=156,4-09+8=3,0.5299892794673627
102-7=95,6/8*4=+3,0.5299892794673625
10/2+4=9,5*9-38=7,0.5299892794673623
60-29=31,74-56=18,0.5299892794673622
07+1*2=9,356/89=4,0.5299892794673619
5+7/07=6,8*4-9=23,0.5299892794673619
-94+95=1,26*03=78,0.5299892794673617
0/8961=0,3*7+4=25,0.5299892794673617
02+8-3=7,6*4-5=19,0.5299892794673617
10+5-6=9,4*8/1=32,0.5299892794673617
23-+9=14,7-56/8=0,0.5299892794673617
05-3*1=2,4+9*8=76,0.5299892794673616
18+72=90,54/6-6=3,0.5299892794673614
27+-19=8,4563*0=0,0.5299892794673614
5+4-07=2,6/18*9=3,0.5299892794673614
3*8*4=96,7/1-02=5,0.5299892794673613
12/04=03,67-+9=58,0.5299892794673612
12/4+5=8,6793*0=0,0.5299892794673612
56/8-4=3,7+2*01=9,0.5299892794673611
0+6*9=54,28/7-1=3,0.529989279467361
1*6/03=2,84-9=+75,0.5299892794673609
02/2+3=4,8*9-67=5,0.5299892794673607
18/9*3=6,4-7+5=02,0.5299892794673607
6*3-4=14,72/+8=09,0.5299892794673606
0/8492=0,7*3-15=6,0.5299892794673605
2+7-8=01,356/4=89,0.5299892794673604
+57-48=9,1*6/02=3,0.5299892794673603
3*+7=+21,480/5=96,0.5299892794673601
5*9-44=1,8/02+3=7,0.5299892794673601
18/9*3=6,4+5-2=07,0.5299892794673599
4+5-2=07,18/9*3=6,0.5299892794673599
0/9137=0,62-54=+8,0.5299892794673597
1+56/7=9,32-8*4=0,0.5299892794673596
12/8*2=3,74-05=69,0.5299892794673596
174/29=6,3+5-00=8,0.5299892794673596
38/02=19,4+7-6=05,0.5299892794673596
50-38=12,46-17=29,0.5299892794673596
3-4+2=01,765/85=9,0.5299892794673595
43*+2=86,9-10/5=7,0.5299892794673595
1/3*06=2,84-+5=79,0.5299892794673594
2/6*3=+1,57-08=49,0.5299892794673594
43+16=59,7-08/2=3,0.5299892794673594
56*7=392,8-5+1=04,0.5299892794673594
0/7496=0,23-+5=18,0.5299892794673593
4*3-2=10,6+79=085,0.5299892794673593
180/5=36,4+7+-9=2,0.5299892794673592
35+62=97,80-39=41,0.5299892794673592
096/8=12,4*3-+5=7,0.5299892794673591
7*6+9=51,8*3-4=20,0.5299892794673591
0/7526=0,8+9-4=13,0.529989279467359
76*0/5=0,81-49=32,0.529989279467359
02/6*9=3,17+48=65,0.5299892794673589
4*3-2=10,8+59=067,0.5299892794673589
64+21=85,56-17=39,0.5299892794673589
17-6-8=3,2*45=+90,0.5299892794673586
26*03=78,5/+1-4=1,0.5299892794673586
+73-5=68,0*9142=0,0.5299892794673585
0*7658=0,23-9=+14,0.5299892794673585
1/2*8=+4,90-33=57,0.5299892794673583
+64-5=59,81/27=03,0.5299892794673581
0/8147=0,35-+26=9,0.529989279467358
5*7-0=35,96/+12=8,0.529989279467358
32-9*3=5,6+14/7=8,0.5299892794673579
37+58=95,4-06/2=1,0.5299892794673579
